word	frequency	category
business	1904	800-Legal procedure  or  proceedings
fiscal	1901	800-Legal procedure  or  proceedings
entity	1880	800-Legal procedure  or  proceedings
otherwise	1848	800-Legal procedure  or  proceedings
requirement	1833	800-Legal procedure  or  proceedings
credit	1812	800-Legal procedure  or  proceedings
claim	1799	800-Legal procedure  or  proceedings
grant	1792	800-Legal procedure  or  proceedings
director	1791	800-Legal procedure  or  proceedings
application	1785	800-Legal procedure  or  proceedings
case	1775	800-Legal procedure  or  proceedings
activity	1718	800-Legal procedure  or  proceedings
party	1712	800-Legal procedure  or  proceedings
committee	1709	800-Legal procedure  or  proceedings
motor	1707	800-Legal procedure  or  proceedings
local	1704	800-Legal procedure  or  proceedings
house	1686	800-Legal procedure  or  proceedings
benefit	1683	800-Legal procedure  or  proceedings
division	1680	800-Legal procedure  or  proceedings
project	1667	800-Legal procedure  or  proceedings
exceed	1656	800-Legal procedure  or  proceedings
account	1629	800-Legal procedure  or  proceedings
system	1628	800-Legal procedure  or  proceedings
prior	1607	800-Legal procedure  or  proceedings
take	1604	800-Legal procedure  or  proceedings
agreement	1602	800-Legal procedure  or  proceedings
unless	1592	800-Legal procedure  or  proceedings
hundred	1585	800-Legal procedure  or  proceedings
number	1584	800-Legal procedure  or  proceedings
owner	1569	800-Legal procedure  or  proceedings
effective	1556	800-Legal procedure  or  proceedings
review	1556	800-Legal procedure  or  proceedings
write	1555	800-Legal procedure  or  proceedings
regulation	1543	800-Legal procedure  or  proceedings
provider	1524	800-Legal procedure  or  proceedings
ofthe	1519	800-Legal procedure  or  proceedings
liability	1517	800-Legal procedure  or  proceedings
describe	1489	800-Legal procedure  or  proceedings
applicant	1488	800-Legal procedure  or  proceedings
submit	1483	800-Legal procedure  or  proceedings
charge	1467	800-Legal procedure  or  proceedings
proceed	1464	800-Legal procedure  or  proceedings
family	1459	800-Legal procedure  or  proceedings
remain	1444	800-Legal procedure  or  proceedings
national	1431	800-Legal procedure  or  proceedings
hear	1431	800-Legal procedure  or  proceedings
interest	1430	800-Legal procedure  or  proceedings
procedure	1417	800-Legal procedure  or  proceedings
home	1415	800-Legal procedure  or  proceedings
effect	1414	800-Legal procedure  or  proceedings
operate	1409	800-Legal procedure  or  proceedings
conduct	1404	800-Legal procedure  or  proceedings
result	1386	800-Legal procedure  or  proceedings
company	1382	800-Legal procedure  or  proceedings
place	1368	800-Legal procedure  or  proceedings
accordance	1359	800-Legal procedure  or  proceedings
criminal	1357	800-Legal procedure  or  proceedings
two	1351	800-Legal procedure  or  proceedings
without	1350	800-Legal procedure  or  proceedings
enforcement	1335	800-Legal procedure  or  proceedings
july	1334	800-Legal procedure  or  proceedings
right	1332	800-Legal procedure  or  proceedings
attorney	1325	800-Legal procedure  or  proceedings
organization	1322	800-Legal procedure  or  proceedings
operation	1311	800-Legal procedure  or  proceedings
policy	1310	800-Legal procedure  or  proceedings
practice	1279	800-Legal procedure  or  proceedings
community	1273	800-Legal procedure  or  proceedings
transportation	1269	800-Legal procedure  or  proceedings
iii	1269	800-Legal procedure  or  proceedings
